HIP,Name,Num,Constellation,RA,Dec,Mag,NameJ,Prn
33449,,15,Lyn,104.319167,58.423056,4.35,,
33485,,ψ10,Aur,104.404667,45.094111,4.9,,
33558,,t,Pup,104.604625,-34.111722,5.07,,
33579,Adhara,ε,CMa,104.656458,-28.972083,1.5,アダラ,
33595,,39,Gem,104.698,26.080861,6.2,,
33614,,62,Aur,104.762,38.052611,6.02,,
33650,,40,Gem,104.866417,25.914194,6.4,,
33715,,41,Gem,105.065917,16.079,5.73,,
33856,,σ,CMa,105.429792,-27.934833,3.49,,
33927,,ω,Gem,105.60325,24.215444,5.2,,
33971,,19,Mon,105.72825,-4.23925,4.99,,
33977,,ο2,CMa,105.756125,-23.833306,3.02,,
34045,Muliphein,γ,CMa,105.939542,-15.63325,4.11,ムリフェン,
34059,,H,Pup,105.973583,-49.58425,4.92,,
34081,,C,Pup,106.011708,-42.337444,5.2,,
34088,Mekbuda,ζ,Gem,106.02725,20.570306,4.01,メクブダ,
34182,,44,Gem,106.326542,22.637472,6,,
34440,,45,Gem,107.091833,15.930917,5.47,,
34444,Wezen,δ,CMa,107.097875,-26.393194,1.83,ウェズン,
34473,,γ1,Vol,107.176417,-70.497333,5.68,,
34481,,γ2,Vol,107.18675,-70.499194,3.78,,
34495,,A,Pup,107.212833,-39.655667,4.83,,
34622,,20,Mon,107.557,-4.237639,4.91,,
34693,,τ,Gem,107.784958,30.245278,4.41,,
34722,,47,Gem,107.846167,26.856667,5.75,,
34724,,21,Mon,107.848458,-0.301917,5.44,,
34752,,63,Aur,107.913708,39.320556,4.91,,
34769,,δ,Mon,107.966083,-0.492778,4.15,,
34798,,26,CMa,108.050917,-25.942611,5.91,,
34802,,E,Pup,108.065917,-40.498778,5.3,,
34819,,48,Gem,108.109958,24.128694,5.85,,
34834,,I,Pup,108.140583,-46.759556,4.49,,
34861,,49,Gem,108.20575,25.748694,7.05,,
34899,,L1,Pup,108.305708,-45.182528,4.87,,
34909,,51,Gem,108.342792,16.159056,5.07,,
34922,,L2,Pup,108.384292,-44.640528,4.42,,
34981,,27,CMa,108.563417,-26.352528,4.42,,
35025,,52,Gem,108.67475,24.885194,5.84,,
35037,,ω,CMa,108.70275,-26.772694,4.01,,
35080,,24,Mon,108.830875,-0.161306,6.42,,
35146,,18,Lyn,108.97925,59.638083,5.2,,
35152,,53,Gem,108.98825,27.897417,5.75,,
35210,,145,CMa,109.1535,-23.315611,4.83,,
35228,,δ,Vol,109.207625,-67.957167,3.97,,
35264,,π,Pup,109.285667,-37.0975,2.71,,
35341,,64,Aur,109.50925,40.883361,5.87,,
35350,,λ,Gem,109.523375,16.540472,3.58,,
35393,,F,Pup,109.639667,-39.210306,5.24,,
35406,,v2,Pup,109.659125,-36.74275,5.11,,
35412,,29,CMa,109.66825,-24.558694,4.88,,
35415,,τ,CMa,109.677042,-24.954389,4.37,,
35550,Wasat,δ,Gem,110.030792,21.982333,3.5,ワサト,
35699,,56,Gem,110.487083,20.443722,5.09,,
35710,,65,Aur,110.511208,36.760639,5.12,,
35735,,47,Cam,110.571625,59.901972,6.36,,
35783,,19B,Lyn,110.711875,55.284389,6.86,,
35785,,19A,Lyn,110.716917,55.281472,5.8,,
35842,,58,Gem,110.867292,22.945444,6.17,,
35846,,57,Gem,110.868958,25.050611,5.04,,
35904,Aludra,η,CMa,111.023792,-29.303111,2.45,アルドラ,
35907,,66,Aur,111.035292,40.672444,5.23,,
35941,,59,Gem,111.139333,27.637806,5.77,,
35987,,1,CMi,111.242458,11.669556,5.37,,
36039,,ε,Men,111.409125,-79.094194,5.54,,
36041,,ε,CMi,111.412083,9.276111,4.99,,
36046,,ι,Gem,111.432,27.798278,3.78,,
36145,,21,Lyn,111.678583,49.211639,4.61,,
36156,,61,Gem,111.734708,20.257583,5.94,,
36188,Gomeisa,β,CMi,111.787792,8.289417,2.89,ゴメイサ,
36238,,63,Gem,111.934958,21.445556,5.2,,
36265,,η,CMi,112.008667,6.942083,5.22,,
36284,,γ,CMi,112.040958,8.9255,4.33,,
36363,,y,Pup,112.273792,-38.812111,5.41,,
36366,,ρ,Gem,112.277542,31.784083,4.16,,
36377,,σ,Pup,112.307833,-43.301889,3.25,,
36393,,64,Gem,112.33525,28.118417,5.07,,
36425,,6,CMi,112.449083,12.006611,4.55,,
36429,,b,Gem,112.45325,27.916194,5.01,,
36439,,22,Lyn,112.48275,49.672667,5.35,,
36641,,δ1,CMi,113.024792,1.914472,5.24,,
36723,,δ2,CMi,113.298667,3.290278,5.59,,
36760,,68,Gem,113.402083,15.826694,5.27,,
36778,,z,Pup,113.462708,-36.338389,5.42,,
36812,,δ3,CMi,113.566208,3.37175,5.83,,
36850,Castor,α,Gem,113.65,31.888639,1.58,カストル,
36962,,υ,Gem,113.980708,26.896,4.06,,
37088,,25,Mon,114.319708,-4.111028,5.14,,
37096,,f,Pup,114.342167,-34.968583,4.53,,
37173,,m,Pup,114.575208,-25.364778,4.69,,
37204,,70,Gem,114.636833,35.048472,5.58,,
37265,,ο,Gem,114.7915,34.584639,4.89,,
37279,Procyon,α,CMi,114.82725,5.2275,0.4,プロキオン,1
37297,,n1,Pup,114.863958,-38.308056,4.84,,
37300,,f,Gem,114.869125,17.674528,5.04,,
37322,,d2,Pup,114.932625,-38.139333,5.73,,
37329,,d3,Pup,114.9495,-38.260667,5.76,,
37406,,23,Lyn,115.2065,57.082889,6.09,,
37447,,α,Mon,115.312,-9.551083,3.94,,
37504,,ζ,Vol,115.455,-72.606139,3.93,,
37609,,24,Lyn,115.751917,58.7105,4.93,,
37629,,σ,Gem,115.827875,28.884083,4.23,,
37648,,1,Pup,115.885,-28.410944,4.63,,
37677,,l,Pup,115.951958,-28.954833,3.94,,
37704,,c,Gem,116.028833,25.784222,5.3,,
37740,,κ,Gem,116.111958,24.398139,3.57,,
37811,,79,Gem,116.288917,20.316056,6.53,,
37819,,c,Pup,116.31375,-37.968611,3.62,,
37826,Pollux,β,Gem,116.330667,28.026306,1.16,ポルックス,1
37842,,2B,Pup,116.36975,-14.686111,7.03,,
37843,,2A,Pup,116.371417,-14.690472,6.06,,
37891,,4,Pup,116.487,-14.563833,5.03,,
37908,,g,Gem,116.531208,18.510167,4.89,,
37921,,11,CMi,116.567583,10.768306,5.25,,
37934,,49,Cam,116.614417,62.830667,6.5,,
37949,,51,Cam,116.666833,65.455639,5.93,,
38016,,π,Gem,116.876417,33.415778,5.14,,
38048,,5,Pup,116.986583,-12.192889,5.48,,
38070,,ο,Pup,117.021542,-25.937167,4.4,,
38089,,Q,Pup,117.084375,-47.077528,4.69,,
38106,,82,Gem,117.140208,23.140972,6.18,,
38164,,P,Pup,117.309583,-46.373222,4.1,,
38170,,ξ,Pup,117.323583,-24.859778,3.34,,
38211,,6,Pup,117.421542,-17.228111,5.17,,
38372,,8,Pup,117.920333,-12.819389,6.37,,
38373,,ζ,CMi,117.925,1.766889,5.12,,
38382,,9,Pup,117.943083,-13.897194,5.16,,
38414,,a,Pup,118.054375,-40.575806,3.71,,
38427,,10,Pup,118.078667,-14.846167,5.69,,
38455,,b,Pup,118.161042,-38.862833,4.49,,
38518,,J,Pup,118.325667,-48.102944,4.22,,
38538,,φ,Gem,118.374333,26.765861,4.97,,
38623,,25,Lyn,118.622,47.385972,6.25,,
38639,,26,Lyn,118.678083,47.564583,5.47,,
38722,,85,Gem,118.91625,19.884056,5.38,,
38827,,χ,Car,119.19475,-52.982389,3.46,,
38835,,j,Pup,119.214833,-22.880139,4.2,,
38848,,1,Cnc,119.247792,15.790389,5.8,,
38872,,N,Pup,119.326792,-44.109889,5.08,,
38917,,O,Pup,119.465542,-45.57775,5.14,,
38962,,14,CMi,119.586458,2.224528,5.3,,
39023,,12,Pup,119.773833,-23.310389,5.09,,
39079,,27,Mon,119.934083,-3.679583,4.93,,
39177,,3,Cnc,120.197125,17.308722,5.6,,
39191,,ω1,Cnc,120.23275,25.392833,5.87,,
39211,,28,Mon,120.305417,-1.392417,4.69,,
39236,,5,Cnc,120.376208,16.455333,5.99,,
39261,,53,Cam,120.427042,60.324417,6.02,,
39263,,ω2,Cnc,120.432375,25.089444,6.32,,
39348,,54,Cam,120.64925,57.273778,6.48,,
39424,,χ,Gem,120.879583,27.794417,4.94,,
39429,Naos,ζ,Pup,120.896125,-40.003194,2.21,ナオス,
39524,,14,Pup,121.172583,-19.728167,6.12,,
39567,,8,Cnc,121.268792,13.118361,5.14,,
39659,,μ1,Cnc,121.576667,22.6355,5.96,,
39722,,28,Lyn,121.791458,43.260444,6.35,,
39757,,ρ,Pup,121.88625,-24.304444,2.83,,
39780,,μ,Cnc,121.941,21.581972,5.3,,
39794,,ε,Vol,121.982667,-68.617139,4.35,,
39847,,27,Lyn,122.114583,51.506667,4.78,,
39863,,ζ,Mon,122.148583,-2.983778,4.36,,
39874,,12,Cnc,122.176833,13.640944,6.25,,
39906,,16,Pup,122.256833,-19.245,4.4,,
39953,Regor,γ,Vel,122.383167,-47.336611,1.75,レゴール,
40023,,ψ,Cnc,122.613458,25.508167,5.73,,
40035,,18,Pup,122.666583,-13.799361,5.53,,
40084,,19,Pup,122.818,-12.927028,4.72,,
40091,,h1,Pup,122.839583,-39.618556,4.44,,
40167,Tegmine,ζ1,Cnc,123.052958,17.648139,4.67,,
40240,,15,Cnc,123.286958,29.656583,5.62,,
40259,,20,Pup,123.33325,-15.788222,4.99,,
40274,,r,Pup,123.373,-35.899556,4.78,,
40326,,h2,Pup,123.512042,-40.347722,4.42,,
40526,,β,Cnc,124.128958,9.185667,3.53,,
40604,,21,Pup,124.346417,-16.285083,6.32,,
40646,,29,Lyn,124.460083,59.571139,5.63,,
40702,,α,Cha,124.630292,-76.919972,4.05,,
40706,,q,Pup,124.639125,-36.659528,4.44,,
40817,,κ1,Vol,124.954167,-71.515,5.33,,
40834,,κ2,Vol,125.002333,-71.505472,5.63,,
40843,,χ,Cnc,125.016125,27.218611,5.13,,
40875,,30,Lyn,125.108333,57.74325,5.89,,
40881,,λ,Cnc,125.133958,24.022361,5.92,,
40888,,θ,Cha,125.162042,-77.484583,4.34,,
40945,,w,Pup,125.345958,-33.054361,4.83,,
41003,,η,Vol,125.518833,-73.400056,5.28,,
41037,Avior,ε,Car,125.628583,-59.509528,1.86,アヴィオール,
41039,,B,Vel,125.632083,-48.490389,4.79,,
41067,,22,Pup,125.695292,-13.054667,6.13,,
41075,,31,Lyn,125.708875,43.188361,4.25,,
41117,,d1,Cnc,125.841125,18.332278,5.94,,
41163,,21,Cnc,125.980042,10.632111,6.11,,
41211,,1,Hya,126.146417,-3.751167,5.61,,
41307,,C,Hya,126.415292,-3.906361,3.91,,
41312,,β,Vol,126.434375,-66.136528,3.77,,
41319,,d2,Cnc,126.458292,17.046639,6.11,,
41375,,2,Hya,126.613458,-3.987306,5.6,,
41377,,φ1,Cnc,126.615542,27.893861,5.58,,
41389,,24,Cnc,126.665917,24.534361,6.51,,
41400,,27,Cnc,126.683125,12.654861,5.56,,
41404,,φ2,Cnc,126.696167,26.935472,6.3,,
41483,,F,Vel,126.902708,-53.088528,5.08,,
41574,,28,Cnc,127.153333,24.145056,6.05,,
41578,,29,Cnc,127.155625,14.210861,5.94,,
41704,Muscida,ο,UMa,127.566792,60.718444,3.35,ムシダ,
41816,,υ1,Cnc,127.877375,24.081222,5.71,,
41822,,θ,Cnc,127.899042,18.094556,5.33,,
41904,,34,Cnc,128.166125,10.066028,6.48,,
41909,,η,Cnc,128.177167,20.441278,5.33,,
41940,,υ2,Cnc,128.250583,24.084917,6.35,,
41975,,32,Lyn,128.341,36.436417,6.2,,
42088,,C,Vel,128.681708,-49.94425,5.01,,
42090,,33,Lyn,128.682917,36.419722,5.76,,
42129,,e1,Car,128.814917,-58.22475,5.27,,
42133,,35,Cnc,128.831125,19.590083,6.55,,
42134,,e2,Car,128.831875,-58.009306,4.84,,
42146,,3,Hya,128.867542,-7.982333,5.72,,
42265,,c,Cnc,129.274125,9.655583,5.92,,
42312,,e,Vel,129.411,-42.989111,4.11,,
42313,,δ,Hya,129.414208,5.703806,4.14,,
42334,,η,Pyx,129.467375,-26.254972,5.24,,
42353,,37,Cnc,129.521625,9.574639,6.54,,
42402,,σ,Hya,129.689375,3.341472,4.45,,
42425,,θ,Vol,129.771375,-70.386639,5.19,,
42438,,π1,UMa,129.798917,65.020694,5.63,,
42483,,ζ,Pyx,129.927042,-29.560861,4.86,,
42485,,38,Cnc,129.927833,19.778472,6.65,,
42509,,a,Hya,130.006333,-12.475361,4.98,,
42515,,β,Pyx,130.025583,-35.308306,3.97,,
42516,,39,Cnc,130.026833,20.007806,6.39,,
42523,,40,Cnc,130.047792,19.971167,6.61,,
42527,,π2,UMa,130.05375,64.327861,4.59,,
42536,,ο,Vel,130.073375,-52.921972,3.6,,
42556,,ε,Cnc,130.112625,19.544833,6.29,,
42568,,d,Car,130.154333,-59.761028,4.31,,
42570,,b,Vel,130.156583,-46.64875,3.77,,
42604,,34,Lyn,130.254375,45.833778,5.35,,
42624,,n,Vel,130.30475,-47.317139,4.74,,
42637,,η,Cha,130.331667,-78.963417,5.46,,
42662,,9,Hya,130.430542,-15.943139,4.87,,
42795,,45,Cnc,130.801417,12.680861,5.62,,
42799,,η,Hya,130.806208,3.398667,4.3,,
42806,Asellus Borealis,γ,Cnc,130.821708,21.468583,4.66,アセルス・ボレアリス,
42828,,α,Pyx,130.898125,-33.186417,3.68,,
42834,,D,Vel,130.917833,-49.822806,5.15,,
42835,,F,Hya,130.91825,-7.233722,4.63,,
42884,,d,Vel,131.099875,-42.649333,4.05,,
42911,Asellus Australis,δ,Cnc,131.171292,18.154861,3.94,アセルス・アウストラリス,
42913,,δ,Vel,131.175833,-54.708556,1.93,,
42917,,b,Cnc,131.187667,10.081722,5.63,,
42931,,10,Hya,131.255333,5.680583,6.13,,
42954,,46,Cnc,131.33925,30.69775,6.12,,
43023,,a,Vel,131.506875,-46.041528,3.87,,
43067,,D,Hya,131.593875,-13.547694,4.32,,
43100,,ιB,Cnc,131.666667,28.765167,6.58,,
43103,,ιA,Cnc,131.674292,28.76,4.03,,
43105,,f,Car,131.677333,-56.769806,4.5,,
43109,,ε,Hya,131.694375,6.418917,3.38,,
43121,,50,Cnc,131.733583,12.110083,5.89,,
43234,,ρ,Hya,132.10825,5.837889,4.35,,
43305,,14,Hya,132.340583,-3.442972,5.3,,
43347,,g,Vel,132.448542,-45.307917,4.94,,
43409,,γ,Pyx,132.633375,-27.710056,4.02,,
43413,,f,Vel,132.639417,-46.529194,5.09,,
43454,,54,Cnc,132.756375,15.350472,6.36,,
43496,,15,Hya,132.8935,-7.177222,5.55,,
43531,,35,Lyn,132.986833,43.7265,5.15,,
43575,,53,Cnc,133.119167,28.259167,6.25,,
43584,,σ1,Cnc,133.14425,32.474111,5.67,,
43587,,ρ1,Cnc,133.150542,28.331389,5.96,,
43644,,b,UMa,133.344042,61.962222,5.72,,
43721,,57,Cnc,133.56125,30.579167,5.4,,
43783,,c,Car,133.761917,-60.644722,3.84,,
43813,,ζ,Hya,133.848667,5.945528,3.11,,
43822,,17,Hya,133.873333,-7.971083,6.07,,
43825,,δ,Pyx,133.881333,-27.681639,4.87,,
43834,,ρ2,Cnc,133.915375,27.927556,5.23,,
43851,,60,Cnc,133.9815,11.626056,5.44,,
43878,,H,Vel,134.080333,-52.7235,4.68,,
43908,,ζ,Oct,134.1745,-85.663222,5.43,,
43932,,σ2,Cnc,134.235958,32.910583,5.44,,
43937,,b1,Car,134.243458,-59.229361,4.93,,
43970,,ο1,Cnc,134.312125,15.322722,5.22,,
44001,,ο2,Cnc,134.3965,15.581222,5.68,,
44031,,61,Cnc,134.494292,30.23375,6.25,,
44066,Acubens,α,Cnc,134.621667,11.857778,4.26,アクベンス,
44127,Talitha,ι,UMa,134.8035,48.042361,3.12,タリタ,
44143,,b2,Car,134.851583,-59.084389,5.17,,
44154,,σ3,Cnc,134.886167,32.418639,5.23,,
44191,,w,Vel,135.022667,-41.25375,4.45,,
44307,,66,Cnc,135.350542,32.252306,5.89,,
44342,,67,Cnc,135.453667,27.902778,6.07,,
44382,,α,Vol,135.611667,-66.395833,4,,
44390,,ρ,UMa,135.636375,67.629583,4.74,,
44405,,ν,Cnc,135.684458,24.452944,5.45,,
44471,,κ,UMa,135.9065,47.156667,3.57,,
44511,,c,Vel,136.038833,-47.097722,3.75,,
44512,,70,Cnc,136.041125,27.898306,6.67,,
44659,,ω,Hya,136.49325,5.092333,4.99,,
44798,,κ,Cnc,136.93675,10.668222,5.23,,
44816,Suhail,λ,Vel,136.999083,-43.432611,2.23,スハイル,
44818,,τ,Cnc,137.000292,29.654222,5.42,,
44824,,κ,Pyx,137.011917,-25.858528,4.62,,
44857,,σ1,UMa,137.098042,66.873333,5.15,,
44883,,19,Hya,137.175792,-8.5895,5.6,,
44892,,75,Cnc,137.197583,26.63,5.95,,
44901,,f,UMa,137.218292,51.604722,4.46,,
44946,,ξ,Cnc,137.339708,22.045444,5.16,,
44961,,20,Hya,137.39825,-8.787639,5.47,,
45001,,ε,Pyx,137.485042,-30.365278,5.59,,
45033,,79,Cnc,137.586917,21.996417,6.04,,
45038,,σ2,UMa,137.598042,67.13425,4.8,,
45075,,τ,UMa,137.728875,63.513778,4.67,,
45080,,a,Car,137.742125,-58.966917,3.43,,
45101,,i,Car,137.819875,-62.317028,3.96,,
45170,,π1,Cnc,138.074458,14.995444,6.49,,
45184,,21,Hya,138.108542,-7.109889,6.1,,
45238,Miaplacidus,β,Car,138.301,-69.717472,1.67,ミアプラキドゥス,
45290,,36,Lyn,138.450958,43.217917,5.3,,
45333,,c,UMa,138.585625,61.423389,5.18,,
45336,,θ,Hya,138.590792,2.315028,3.89,,
45344,,z,Vel,138.602083,-43.227528,5.24,,
45410,,π,Cnc,138.807833,14.941528,5.36,,
45439,,l,Vel,138.903167,-38.569917,4.92,,
45448,,k,Vel,138.937792,-37.413139,4.63,,
45493,,e,UMa,139.047,54.021722,4.8,,
45496,,g,Car,139.050417,-57.541444,4.34,,
45526,,24,Hya,139.172417,-8.74475,5.49,,
45527,,23,Hya,139.173833,-6.353167,5.24,,
45556,Aspidiske,ι,Car,139.272625,-59.27525,2.21,アスピディスケ,
45631,,K,Vel,139.524542,-51.050889,5.26,,
45688,,38,Lyn,139.711125,36.802889,3.82,,
45751,,26,Hya,139.943333,-11.974889,4.77,,
45811,,27,Hya,140.120958,-9.555639,4.8,,
45856,,k,Car,140.236792,-62.404639,4.79,,
45860,,α,Lyn,140.264417,34.392528,3.14,,
45902,,θ,Pyx,140.373333,-25.965417,4.71,,
45941,,κ,Vel,140.528458,-55.010694,2.47,,
46026,,λ,Pyx,140.801417,-28.833917,4.71,,
46107,,ι,Cha,141.040542,-80.787194,5.34,,
46146,,κ,Leo,141.163667,26.182444,4.47,,
46221,,28,Hya,141.350167,-5.117389,5.6,,
46283,,I,Vel,141.574917,-53.378944,5.09,,
46365,,29,Hya,141.811042,-9.223694,6.53,,
46371,,G,Hya,141.82625,-22.343417,4.72,,
46390,Alphard,α,Hya,141.896875,-8.658694,1.99,アルファルド,
46454,,ω,Leo,142.114083,9.056778,5.4,,
46457,,3,Leo,142.121625,8.188361,5.72,,
46509,,τ1,Hya,142.286833,-2.768944,4.59,,
46515,,ε,Ant,142.311417,-35.951361,4.51,,
46651,,ψ,Vel,142.675458,-40.466889,3.6,,
46652,,7,LMi,142.680125,33.655833,5.87,,
46657,,ζ1,Ant,142.692,-31.889167,5.75,,
46701,,N,Vel,142.805625,-57.034389,3.16,,
46733,,h,UMa,142.881542,63.061806,3.65,,
46734,,ζ2,Ant,142.884125,-31.871833,5.91,,
46735,,8,LMi,142.885208,35.1035,5.39,,
46750,Alterf,λ,Leo,142.930167,22.968056,4.32,アルテルフ,
46771,,ξ,Leo,142.986625,11.300028,4.99,,
46774,,6,Leo,142.989917,9.715806,5.07,,
46776,,τ2,Hya,142.995542,-1.184667,4.54,,
46853,,θ,UMa,143.218042,51.678611,3.17,,
46904,,9,LMi,143.376375,36.487028,6.19,,
46928,,ζ,Cha,143.472958,-80.941306,5.07,,
46950,,L,Vel,143.536667,-51.255278,5.01,,
46952,,10,LMi,143.55575,36.397611,4.54,,
46974,,h,Car,143.611083,-59.229778,4.08,,
46977,,d,UMa,143.620708,69.830167,4.54,,
46982,,33,Hya,143.636,-5.914806,5.56,,
47080,,11,LMi,143.916792,35.810778,5.4,,
47096,,7,Leo,143.970458,14.379583,6.32,,
47175,,M,Vel,144.206917,-49.355139,4.34,,
47189,,8,Leo,144.260792,16.437972,5.73,,
47205,,10,Leo,144.302958,6.835778,5,,
47249,,34,Hya,144.46475,-9.424472,6.4,,
47267,,y,Vel,144.505958,-43.190861,5.51,,
47300,,42,Lyn,144.590792,40.239778,5.28,,
47310,,2,Sex,144.614125,4.649417,4.68,,
47391,,m,Car,144.837667,-61.328111,4.51,,
47427,,37,Hya,144.947583,-10.570278,6.31,,
47431,,ι,Hya,144.963875,-1.142667,3.9,,
47452,,κ,Hya,145.076583,-14.33225,5.07,,
47508,Subra,ο,Leo,145.288,9.892389,3.52,,
47522,,I,Hya,145.320958,-23.591528,4.76,,
47550,,13,Leo,145.410417,25.912944,6.26,,
47570,,43,Lyn,145.501583,39.757972,5.61,,
47631,,13,LMi,145.678125,35.0935,6.12,,
47701,,f,Leo,145.888625,29.974722,5.64,,
47717,,O,Vel,145.92625,-53.891361,5.56,,
47723,,ψ,Leo,145.932917,14.021694,5.36,,
47758,,θ,Ant,146.050542,-27.769556,4.78,,
47854,,l,Car,146.311792,-62.507917,3.69,,
47908,,ε,Leo,146.462917,23.774278,2.97,,
47956,,ν,Cha,146.585083,-76.775972,5.43,,
47959,,18,Leo,146.59725,11.81,5.67,,
48002,,υ,Car,146.775583,-65.072028,2.92,,
48029,,19,Leo,146.858292,11.568167,6.44,,
48218,,20,Leo,147.458833,21.179444,6.1,,
48224,,u,Vel,147.488167,-45.73275,5.09,,
48273,,4,Sex,147.625708,4.343778,6.24,,
48319,,υ,UMa,147.748708,59.039111,3.78,,
48324,,23,Leo,147.758208,13.06625,6.45,,
48341,,6,Sex,147.808417,-4.243278,6.01,,
48356,,υ1,Hya,147.8695,-14.846556,4.11,,
48374,,m,Vel,147.919542,-46.547639,4.58,,
48390,,g,Leo,147.970917,24.395806,5.29,,
48402,,φ,UMa,148.0265,54.064278,4.55,,
48414,,7,Sex,148.051125,2.453889,6.02,,
48437,,γ,Sex,148.126958,-8.104917,5.07,,
48455,Rasalas,μ,Leo,148.1915,26.007083,3.88,ラサラス,
48774,,φ,Vel,149.215625,-54.567806,3.52,,
48833,,19,LMi,149.421417,41.055694,5.11,,
48883,,ν,Leo,149.555792,12.444833,5.26,,
48926,,η,Ant,149.718083,-35.890944,5.23,,
48990,,12,Sex,149.929667,3.38475,6.69,,
49029,,π,Leo,150.053417,8.044278,4.68,,
49065,,μ,Cha,150.182917,-82.21475,5.53,,
49081,,20,LMi,150.25425,31.924722,5.37,,
49329,,13,Sex,151.035333,3.201278,6.43,,
49402,,υ2,Hya,151.281208,-13.064667,4.6,,
49530,,14,Sex,151.697667,5.611528,6.2,,
49583,,η,Leo,151.833125,16.762667,3.48,,
49593,,21,LMi,151.857208,35.244694,4.49,,
49637,,31,Leo,151.976333,9.997667,4.39,,
49641,,α,Sex,151.984583,-0.371639,4.48,,
49669,Regulus,α,Leo,152.093583,11.967194,1.36,レグルス,
49712,,Q,Vel,152.234375,-51.81125,4.85,,
49812,,17,Sex,152.5315,-8.408167,5.91,,
49841,,λ,Hya,152.6475,-12.353833,3.61,,
49865,,18,Sex,152.73275,-8.418361,5.64,,
49929,,34,Leo,152.909125,13.355194,6.43,,
50027,,19,Sex,153.201625,4.614694,5.77,,
50099,,ω,Car,153.4345,-70.037917,3.29,,
50191,,q,Vel,153.684458,-42.122056,3.85,,
50218,,22,LMi,153.7765,31.468083,6.47,,
50303,,23,LMi,154.060333,29.310556,5.49,,
50316,,24,LMi,154.117167,28.682694,6.46,,
50319,,35,Leo,154.135083,23.503,5.95,,
50333,,37,Leo,154.169792,13.728361,5.42,,
50335,Adhafera,ζ,Leo,154.1725,23.417333,3.43,アダフェラ,
50371,,q,Car,154.270875,-61.332333,3.39,,
50372,Tania Borealis,λ,UMa,154.274708,42.914472,3.45,タニア・ボレアリス,
50384,,39,Leo,154.311667,23.106444,5.81,,
50414,,ε,Sex,154.407917,-8.068917,5.25,,
50564,,40,Leo,154.934625,19.471444,4.78,,
50583,Algieba,γ1,Leo,154.992333,19.841861,2.01,アルギエバ,
50676,,J,Vel,155.228375,-56.043222,4.5,,
50684,,23,Sex,155.258375,2.289722,6.66,,
50755,,42,Leo,155.459667,14.975806,6.16,,
50799,,r,Vel,155.581708,-41.650111,4.82,,
50801,Tania Australis,μ,UMa,155.5825,41.499444,3.06,タニア・アウストラリス,
50851,,43,Leo,155.751917,6.542889,6.06,,
50860,,27,LMi,155.776417,33.908167,5.89,,
50885,,25,Sex,155.860458,-4.074056,5.93,,
50935,,28,LMi,156.035875,33.718528,5.52,,
51008,,44,Leo,156.313292,8.784944,5.61,,
51056,,30,LMi,156.478625,33.79625,4.72,,
51069,,μ,Hya,156.522958,-16.836083,3.83,,
51172,,α,Ant,156.788167,-31.067806,4.28,,
51213,,45,Leo,156.912458,9.762417,6.01,,
51232,,s,Car,156.969792,-58.739417,3.81,,
51233,,β,LMi,156.971208,36.707472,4.2,,
51362,,δ,Sex,157.369708,-2.739056,5.19,,
51376,,δ,Ant,157.3975,-30.607083,5.57,,
51420,,32,LMi,157.526917,38.925139,5.79,,
51437,,β,Sex,157.572917,-0.636972,5.08,,
51556,,33,LMi,157.964,32.379528,5.9,,
51576,,p,Car,158.006167,-61.685361,3.3,,
51585,,46,Leo,158.049167,14.137222,5.43,,
51624,,ρ,Leo,158.202833,9.306583,3.84,,
51635,,t,Vel,158.237,-47.003361,5.02,,
51685,,34,LMi,158.378875,34.988694,5.57,,
51718,,44,Hya,158.503708,-23.745222,5.08,,
51775,,48,Leo,158.700292,6.953611,5.07,,
51802,,49,Leo,158.759125,8.650444,5.67,,
51839,,γ,Cha,158.867583,-78.607806,4.11,,
51849,,r,Car,158.897125,-57.557639,4.45,,
51905,,φ2,Hya,159.0695,-16.344333,6.01,,
51912,,t1,Car,159.085667,-59.564306,5.08,,
51914,,35,LMi,159.089125,36.327,6.29,,
51986,,p,Vel,159.326083,-48.225611,3.84,,
52032,,36,LMi,159.467833,34.078611,6.42,,
52085,,φ,Hya,159.645875,-16.876639,4.91,,
52098,,37,LMi,159.680042,31.976222,4.68,,
52139,,38,LMi,159.7825,37.910111,5.84,,
52154,,x,Vel,159.826708,-55.603278,4.29,,
52316,,33,Sex,160.351125,-1.741194,6.25,,
52419,,θ,Car,160.739292,-64.394472,2.74,,
52422,,40,LMi,160.758125,26.325694,5.51,,
52452,,35,Sex,160.837125,4.74775,5.77,,
52457,,41,LMi,160.854292,23.188389,5.08,,
52468,,w,Car,160.884625,-60.566639,4.58,,
52584,,36,Sex,161.2895,2.488028,6.27,,
52595,,δ1,Cha,161.31825,-80.469528,5.46,,
52633,,δ2,Cha,161.446417,-80.540194,4.45,,
52638,,42,LMi,161.466292,30.682389,5.36,,
52686,,m,Leo,161.602042,18.891611,5.5,,
52689,,k,Leo,161.605625,14.194806,5.49,,
52727,,μ,Vel,161.692167,-49.420139,2.69,,
52737,,b1,Hya,161.716917,-17.296833,5.44,,
52882,,43,LMi,162.238667,29.416139,6.15,,
52911,,l,Leo,162.314292,10.54525,5.32,,
52913,,40,Sex,162.322083,-4.023917,6.61,,
52943,,ν,Hya,162.405958,-16.194139,3.11,,
52959,,44,LMi,162.473875,27.973861,6.05,,
52980,,41,Sex,162.57525,-8.897722,5.8,,
