"HIP","RA","Dec","Mag"
71198,218.419417,-40.728194,9.48
71199,218.421458,-6.870472,7.84
71200,218.421542,36.051944,9.08
71201,218.424417,8.321972,8.35
71202,218.425292,-55.961083,7.83
71203,218.427375,-36.269361,9.18
71204,218.427583,62.669583,10.5
71205,218.428375,4.494472,8.82
71206,218.436083,43.007694,6.75
71207,218.4385,29.11975,9.23
71208,218.441083,-0.947278,10.3
71209,218.443542,-79.955222,6.66
71210,218.444833,-2.640444,8.98
71211,218.446167,13.317028,8.99
71212,218.447,-24.346444,8.76
71213,218.448917,-40.021639,9.14
71214,218.4495,-72.561028,9.47
71215,218.450417,-71.466944,9.21
71216,218.457208,-67.617639,6.94
71217,218.463625,-61.864889,8.88
71218,218.464833,2.575639,9.14
71219,218.465542,-46.464833,7.2
71220,218.465583,-15.696917,9.38
71221,218.466667,36.870722,10.3
71222,218.468667,55.236,7.62
71223,218.469083,-54.488,8.66
71224,218.472542,46.056056,10.22
71225,218.476708,-50.941833,9.88
71226,218.478542,0.850667,9.17
71227,218.48325,3.336361,9.12
71228,218.447792,-61.407806,11.37
71229,218.489792,-30.617167,9.63
71230,218.492625,38.939417,8.23
71231,218.501958,-29.671028,8.91
71232,218.503625,15.633528,9.41
71233,218.506583,-46.434028,8.59
71234,218.515625,-16.819556,7.18
71235,218.521042,46.786472,6.51
71236,218.521625,-31.957472,7.55
71237,218.526667,10.522472,8.02
71238,218.531583,78.264917,9.63
71239,218.53325,-42.099222,6.59
71240,218.534833,-13.478806,8.23
71241,218.536167,-1.482389,9.12
71242,218.540583,-19.519167,7.87
71243,218.548458,32.534472,6.32
71244,218.547667,-33.18875,10.04
71245,218.55025,-17.563306,9.33
71246,218.554458,73.357472,9.17
71247,218.557458,12.582056,10.78
71248,218.559083,50.025611,8.55
71249,218.560625,21.408306,9.24
71250,218.562917,29.368583,8.95
71251,218.565417,57.065833,6.46
71252,218.569292,-11.177278,9.33
71253,218.570917,-12.521,11.32
71254,218.57225,28.48625,8.13
71255,218.578333,1.678139,8.48
71256,218.585667,24.391833,8.42
71257,218.587792,7.539167,8.37
71258,218.591667,-44.302278,8.52
71259,218.593833,4.178306,8.59
71260,218.60525,11.650056,10.4
71261,218.607625,24.4,8.44
71262,218.610708,-54.277028,9.37
71263,218.611333,-22.391056,7.41
71264,218.621917,-64.202028,9.07
71265,218.624542,59.857861,7.69
71266,218.627,66.794667,7.52
71267,218.627333,63.215917,7.44
71268,218.628167,38.0125,8.1
71269,218.634458,64.966111,8.49
71270,218.637333,-3.171222,8.71
71271,218.639417,-46.30475,7.61
71272,218.639875,-43.551444,10.74
71273,218.648667,55.553333,8.11
71274,218.65275,-57.109778,8.1
71275,218.6545,-26.14375,8.94
71276,218.656125,-1.973083,9.93
71277,218.6605,36.626167,6.02
71278,218.661333,-61.740722,9.69
71279,218.662,13.586333,9.12
71280,218.66525,49.368222,5.74
71281,218.666,-61.748389,7.94
71282,218.666375,-59.784556,7.84
71283,218.668667,57.939417,9.31
71284,218.669542,29.744806,4.47
71285,218.674292,-44.028306,8.33
71286,218.681125,52.043306,8.78
71287,218.681625,65.971056,7.97
71288,218.683792,28.394194,7.91
71289,218.683917,-35.463361,7.32
71290,218.686083,-10.876333,9.16
71291,218.698833,39.416167,8.95
71292,218.700417,-1.412389,8.8
71293,218.705125,-4.651611,8.34
71294,218.706125,6.119028,8.85
71295,218.711333,-20.439389,6.49
71296,218.713625,-38.604111,8.76
71297,218.715292,16.422083,9.35
71298,218.719167,7.295694,9.28
71299,218.72075,-14.803556,9.88
71300,218.722667,-35.133361,8.81
71301,218.725667,67.723556,10.06
71302,218.727542,-37.342417,9.77
71303,218.727708,37.944667,9.7
71304,218.729917,-26.055611,8.9
71305,218.730208,9.886472,7.89
71306,218.73125,-33.933056,9.22
71307,218.732542,-61.826194,8.9
71308,218.735833,-37.204306,7.16
71309,218.737917,-66.013944,7.95
71310,218.741375,10.143444,9.19
71311,218.742958,33.746139,9.54
71312,218.744458,-53.201,8.48
71313,218.749083,-66.030444,10.31
71314,218.749958,-69.453167,7.36
71315,218.751667,59.691111,9.87
71316,218.753875,13.095861,7.21
71317,218.755458,4.269194,8.94
71318,218.756917,5.01225,10.1
71319,218.765458,9.113917,9.1
71320,218.7705,-73.532389,10.21
71321,218.772375,-43.554472,7.84
71322,218.775,23.515806,8.41
71323,218.779458,-9.308194,8.64
71324,218.782,18.83275,9.61
71325,218.785792,50.987639,9.15
71326,218.786708,-56.562639,7.05
71327,218.794667,-46.461944,6.89
71328,218.79775,-50.7235,10.02
71329,218.806083,41.338361,8.8
71330,218.806875,10.433472,9.04
71331,218.815167,-9.0955,7.74
71332,218.81575,19.215139,8.48
71333,218.821167,-60.015583,6.39
71334,218.821917,-56.771056,9.37
71335,218.826042,-38.505389,8.33
71336,218.828208,43.031917,9.14
71337,218.831917,-64.88425,8.88
71338,218.837625,11.301722,8.88
71339,218.838292,21.152389,11
71340,218.838417,-11.746806,9.55
71341,218.841208,-68.684556,8.56
71342,218.842,-45.306694,9.04
71343,218.848667,-67.430528,8
71344,218.856125,-8.358944,8.81
71345,218.859917,-73.047556,9.23
71346,218.861667,-45.990306,8.15
71347,218.863292,-5.832889,7.73
71348,218.878333,-89.771694,6.82
71349,218.869833,-39.203361,8.84
71350,218.872875,-73.694278,6.96
71351,218.876417,-32.439111,9.09
71352,218.876875,-42.15775,2.33
71353,218.88125,-41.517389,5.88
71354,218.883583,34.686556,8.67
71355,218.887167,-63.427639,8.79
71356,218.891417,-58.351417,9.21
71357,218.892375,-28.024472,8.53
71358,218.893875,-35.837556,9.29
71359,218.896292,-68.739111,7.75
71360,218.90025,3.467639,7.65
71361,218.902458,75.874611,10.2
71362,218.90725,-36.55175,7.93
71363,218.915458,0.001944,11.7
71364,218.916833,-66.705417,9.31
71365,218.923917,-52.473444,7.8
71366,218.931292,20.433528,9.48
71367,218.932167,-5.266111,7.5
71368,218.937208,-42.834528,8.09
71369,218.937333,-45.618444,7.95
71370,218.939583,-83.120889,8.64
71371,218.940208,45.519639,8.54
71372,218.942708,17.532944,9.62
71373,218.943583,1.051889,10.17
71374,218.944583,2.243778,8.42
71375,218.945125,-11.403389,10.02
71376,218.947792,79.141139,8.52
71377,218.948042,0.242917,8.61
71378,218.948583,-56.618444,8.28
71379,218.951375,-8.57525,7.18
71380,218.951792,-18.0365,9.1
71381,218.956917,46.746361,8.67
71382,218.958333,-46.81575,6.78
71383,218.960125,-29.514861,8.82
71384,218.961417,-34.816583,9.5
71385,218.965042,-47.073861,8.98
71386,218.9655,-43.367389,8.2
71387,218.96875,24.939083,7.97
71388,218.972542,-69.020611,7.83
71389,218.972792,30.111417,12.44
71390,218.979125,-69.970528,7.2
71391,218.980458,-31.717,9.45
71392,218.982125,50.890444,9.09
71393,218.985417,74.283361,8.74
71394,218.996167,0.219722,7.71
71395,219.001833,9.747139,7.48
71396,219.003042,53.215528,9
71397,219.005167,-56.517861,8.82
71398,219.006417,-56.460139,9.21
71399,219.006375,-41.343167,8.87
71400,219.013083,-64.015472,7.04
71401,219.015583,47.69,9.17
71402,219.018208,26.409139,8.99
71403,219.021083,61.229194,9.21
71404,219.025917,-84.148444,7.18
71405,219.02775,-34.906028,7.57
71406,219.028667,23.250306,6.39
71407,219.03225,-22.177389,7.22
71408,219.037,-67.018028,8.59
71409,219.037583,42.378167,8.86
71410,219.043792,-3.781028,8.52
71411,219.049833,40.252389,8
71412,219.05725,39.277139,10.39
71413,219.063917,19.406,9.8
71414,219.0645,-25.121222,10
71415,219.065,23.984028,7.65
71416,219.074167,63.465528,8.08
71417,219.07525,-9.612472,7.52
71418,219.078375,34.217694,11.08
71419,219.079417,-46.2455,5.55
71420,219.080542,-14.027889,8.76
71421,219.083833,-51.923889,9.46
71422,219.084292,0.373972,9.37
71423,219.085042,-53.515278,9.09
71424,219.088542,-5.096222,8.55
71425,219.089208,57.5605,8.32
71426,219.091542,15.852667,9.93
71427,219.09475,22.989389,9.19
71428,219.100583,27.485111,7.02
71429,219.100583,-39.597361,6.13
71430,219.102792,-37.302528,9.18
71431,219.104458,51.259611,8.19
71432,219.106,44.015944,8.72
71433,219.107667,-51.874667,9.21
71434,219.11,-0.918667,9.39
71435,219.113958,-66.230889,9.48
71436,219.11975,49.526222,7.62
71437,219.127333,-64.1465,8.04
71438,219.133625,5.886583,10.69
71439,219.134708,23.621472,7.63
71440,219.153042,56.691611,8.07
71441,219.155167,-12.493667,9.09
71442,219.160625,-31.036278,8.59
71443,219.165042,-26.578917,9.44
71444,219.166083,-33.774972,9.29
71445,219.169292,-32.76175,10.63
71446,219.171708,-49.784611,9.69
71447,219.1725,-71.083,8.93
71448,219.176625,12.169583,9.59
71449,219.177083,12.165667,10.06
71450,219.17825,-24.475278,9.17
71451,219.17925,-11.643333,8.45
71452,219.181958,12.878139,6.98
71453,219.183958,-40.211528,5.74
71454,219.186917,31.340611,10.46
71455,219.187208,2.839139,8.43
71456,219.19325,-59.413389,8.05
71457,219.1945,-36.665333,7.68
71458,219.201958,-29.112111,8.02
71459,219.206458,9.297972,10.33
71460,219.2095,33.303278,9.48
71461,219.224542,24.463083,7.7
71462,219.224583,-4.279028,7.79
71463,219.226083,54.85525,7.43
71464,219.228333,-30.217806,12.17
71465,219.231458,-65.460472,8.6
71466,219.232917,42.831306,6.59
71467,219.234125,48.221528,7.73
71468,219.237958,27.83625,8.54
71469,219.25125,-12.306222,6.2
71470,219.251708,-24.038528,8.87
71471,219.256208,-28.721806,8.21
71472,219.259,27.999444,8.83
71473,219.260958,-22.139694,8.01
71474,219.262167,14.711611,8.94
71475,219.2625,-62.508639,7.78
71476,219.264208,11.208361,7.53
71477,219.2645,-33.179583,8.2
71478,219.26475,34.869167,10.1
71479,219.265125,-47.114028,8.73
71480,219.270292,7.331778,9.34
71481,219.270417,-25.802222,8.29
71482,219.270625,47.502472,9.23
71483,219.27475,5.46825,9.2
71484,219.276375,12.364917,9.67
71485,219.280542,33.678278,7.46
71486,219.286042,-3.892139,7.06
71487,219.286833,35.92975,7.13
71488,219.289417,-37.531972,7.51
71489,219.292125,-38.657111,8.89
71490,219.298292,26.736556,9.98
71491,219.29925,44.620694,8.55
71492,219.299875,-62.010889,6.78
71493,219.30075,-55.603611,9.16
71494,219.301792,-53.06075,6.49
71495,219.303708,-30.176583,7.75
71496,219.315167,-41.312778,9.92
71497,219.326708,4.349083,10.59
71498,219.331083,-54.89725,8.81
71499,219.331792,44.809306,8.29
71500,219.334042,-46.133417,5.39
71501,219.33475,49.994111,9.76
71502,219.336583,-46.129611,8.5
71503,219.3435,-58.215667,8.24
71504,219.344208,11.035139,10.77
71505,219.344583,11.027861,9.6
71506,219.348292,-40.789361,8.48
71507,219.351958,-0.487389,9.36
71508,219.357167,3.409139,9.67
71509,219.36125,19.801833,8.42
71510,219.368708,2.277417,6.45
71511,219.37,19.847694,8.27
71512,219.377958,18.152,9.23
71513,219.3855,68.449306,8.09
71514,219.388375,79.034194,9.88
71515,219.388,-16.540639,8.73
71516,219.391208,-29.367306,9.19
71517,219.393917,4.349,10.46
71518,219.396167,31.615222,7.66
71519,219.399583,29.030528,10.26
71520,219.402292,-43.111306,6.51
71521,219.41025,-50.08575,7.21
71522,219.426542,28.149528,8.63
71523,219.428083,16.748722,9.96
71524,219.4305,-35.520417,7.77
71525,219.433708,-63.196417,9.75
71526,219.435833,-57.457667,8.55
71527,219.437583,3.332778,8.97
71528,219.438875,-30.961972,9.91
71529,219.44275,52.032639,8.06
71530,219.445,-67.931333,6.03
71531,219.4545,14.902722,9.27
71532,219.457917,14.900361,10.46
71533,219.462958,-2.887306,10.21
71534,219.468042,18.005111,9.88
71535,219.470625,-5.548639,7.55
71536,219.471875,-49.42575,4.05
71537,219.476125,-68.108694,9.03
71538,219.47875,-48.023528,6.65
71539,219.48175,37.406417,8.61
71540,219.486167,15.687222,9.34
71541,219.488,53.043944,8.38
71542,219.490667,-34.48175,9.95
71543,219.492833,-68.093139,10.05
71544,219.498583,-23.164333,7.54
71545,219.499417,8.922667,8.35
71546,219.502708,-54.511194,8.01
71547,219.502917,-27.668111,10.24
71548,219.503208,51.578333,6.95
71549,219.50475,41.893278,9.97
71550,219.511167,-79.995917,7.88
71551,219.514208,-62.790972,9.75
71552,219.515792,-48.809944,8.24
71553,219.517833,-9.737889,7.64
71554,219.519875,40.021028,8.99
71555,219.522625,-68.950889,8.07
71556,219.523958,12.803778,8.28
71557,219.527583,-8.675361,8.6
71558,219.52875,-38.141,9.38
71559,219.529708,-12.910556,7.48
71560,219.531958,-66.129611,10.37
71561,219.532375,-54.515333,8.35
71562,219.536625,14.701472,10.04
71563,219.542333,-62.717722,8.76
71564,219.541958,-85.293639,8.65
71565,219.546958,36.21575,10.27
71566,219.547958,-13.073056,8.78
71567,219.549208,-14.95475,8.82
71568,219.552792,43.642056,5.74
71569,219.55375,-47.382528,8.46
71570,219.556042,-45.871778,6.83
71571,219.558375,18.298528,5.9
71572,219.560375,14.029222,8.26
71573,219.563375,54.023389,5.83
71574,219.565042,25.157056,9.26
71575,219.566167,2.026278,8.6
71576,219.571208,36.725861,7.68
71577,219.573667,-49.901083,6.51
71578,219.57725,-50.826528,10.45
71579,219.57775,9.97125,10.23
71580,219.580125,-50.054556,8.97
71581,219.580583,-38.794139,6.04
71582,219.58225,11.672389,8.91
71583,219.600208,51.801,9.06
71584,219.603125,4.854278,8.61
71585,219.603917,-35.276444,6.78
71586,219.6065,28.929639,9.78
71587,219.613208,45.543306,9
71588,219.614917,19.856194,8.07
71589,219.620708,-3.611028,7.11
71590,219.626458,-39.931278,8.19
71591,219.628875,-3.143472,7.94
71592,219.630208,20.183528,10.55
71593,219.632875,-31.917583,8.56
71594,219.63775,-48.396389,8.41
71595,219.641292,-65.899056,9.87
71596,219.643042,48.583417,9.48
71597,219.643375,40.800333,10.19
71598,219.645708,-80.736222,8.37
71599,219.647958,54.058361,8.74
71600,219.648708,-7.162667,8.04
71601,219.656458,-77.616417,8.94
71602,219.656458,54.85325,7.44
71603,219.66,23.938056,9.33
71604,219.664333,24.93225,11.3
71605,219.667542,30.014972,7.55
71606,219.676542,8.567556,10.92
71607,219.67925,65.866194,7.81
71608,219.679333,14.304222,8.85
71609,219.68025,-38.554278,9.36
71610,219.683458,-68.078417,9.31
71611,219.686833,45.330917,8.51
71612,219.690833,28.156917,8.41
71613,219.69525,-66.131194,8.89
71614,219.695375,-19.9415,8.68
71615,219.700375,7.911417,8.73
71616,219.700292,60.037694,8.95
71617,219.702417,-43.000833,7.61
71618,219.7095,44.404556,5.39
71619,219.712042,-22.5425,8.89
71620,219.72725,-59.1615,8.75
71621,219.727625,-22.328333,7.37
71622,219.728,-62.942306,9.22
71623,219.729583,60.717222,8.42
71624,219.732625,79.787417,7.29
71625,219.73325,-35.600111,7.43
71626,219.733875,-23.311667,7.82
71627,219.740833,72.290194,8.05
71628,219.748083,-0.332361,9.66
71629,219.748667,-59.140778,6.53
71630,219.750375,-5.787028,7.78
71631,219.751667,64.291694,7.6
71632,219.75175,-10.554806,6.73
71633,219.769583,-54.344944,8.37
71634,219.770083,0.827639,10.66
71635,219.783917,17.020417,9.17
71636,219.790375,-55.702611,10.11
71637,219.788292,-41.349417,9.74
71638,219.796375,-55.702972,9.28
71639,219.795875,-46.583944,6.06
71640,219.803667,-41.950389,8.9
71641,219.804417,39.558917,11.5
71642,219.814875,-34.796306,9.82
71643,219.816042,2.479167,9.27
71644,219.816042,32.539528,8.3
71645,219.816333,-64.415444,9.05
71646,219.816792,-11.594639,8.52
71647,219.818292,-33.378472,7.68
71648,219.818458,-36.230833,8.15
71649,219.826458,31.109111,8.95
71650,219.82775,-59.921333,9.09
71651,219.830917,26.806611,8.53
71652,219.841625,-25.028556,7.18
71653,219.845458,64.153889,7.55
71654,219.846167,-17.887972,8.42
71655,219.850958,48.688278,9.39
71656,219.851375,53.440139,7.13
71657,219.852792,36.510528,8.54
71658,219.852667,-49.055028,6.37
71659,219.856292,-44.050194,8.73
71660,219.857042,-52.750833,7.97
71661,219.860292,-70.290028,8.49
71662,219.864875,15.397611,10.14
71663,219.866458,1.349639,9.66
71664,219.868042,-0.248861,9.09
71665,219.868042,-31.66,9.07
71666,219.870167,-51.158,9.3
71667,219.88025,19.42875,10.11
71668,219.881958,-68.203361,6.73
71669,219.891583,51.006806,8.51
71670,219.89625,7.407444,9.01
71671,219.90275,-46.299417,8.08
71672,219.903042,-39.564806,7.47
71673,219.903333,-1.207694,10.21
71674,219.903917,-65.824361,9.94
71675,219.904083,67.19575,9.09
71676,219.90425,55.702278,8.77
71677,219.91125,-64.713667,7.29
71678,219.912542,-63.545444,7.61
71679,219.915583,66.346806,7.38
71680,219.9155,-16.589694,8.5
71681,219.914125,-60.839472,1.35
71682,219.920542,-26.723639,6.99
71683,219.920417,-60.835139,-0.01
71684,219.923625,-13.981167,9.12
71685,219.935625,-9.949861,9.37
71686,219.945875,-26.697972,9.79
71687,219.946125,22.181361,8.7
71688,219.961583,-28.642722,9.71
71689,219.964875,-21.67275,8.34
71690,219.966708,63.283556,9.46
71691,219.971208,69.836139,8.24
71692,219.980958,-36.737056,8.98
71693,219.98875,-53.001444,8.27
71694,219.991667,-43.446056,8.24
71695,219.993667,10.828611,10.13
71696,219.99575,-51.64475,9.58
71697,219.996667,-27.134056,7.13
71698,219.997833,38.110444,7.57
71699,219.999458,-17.450417,8.79
71700,220.005375,-45.743583,8.06
71701,220.009417,-52.065472,7.54
71702,220.009958,-24.10325,8.96
71703,220.014417,-27.995583,9.46
71704,220.015958,7.341361,7.63
71705,220.0175,-35.723694,8.5
71706,220.017667,2.760833,9.99
71707,220.018708,-6.941222,8.32
71708,220.020958,-40.900611,8.29
71709,220.022833,-59.931333,9.07
71710,220.025458,5.066944,7.85
71711,220.029708,58.679306,8.51
71712,220.034125,28.426611,7.89
71713,220.035292,-16.201694,7.69
71714,220.041125,9.881583,8.64
71715,220.041208,-15.268556,9.32
71716,220.043708,18.349167,9.19
71717,220.043917,71.108972,9.17
71718,220.044458,57.713167,7.88
71719,220.052875,-45.545917,8.12
71720,220.054083,-7.515083,9.24
71721,220.065708,12.814167,10.78
71722,220.066167,-38.225111,9.24
71723,220.070083,48.708889,7.86
71724,220.073583,-40.841639,6.65
71725,220.076875,87.214722,6.91
71726,220.076375,30.443944,7.7
71727,220.080375,-45.793778,6.61
71728,220.082417,25.809528,8.92
71729,220.091167,21.975778,6.13
71730,220.101542,-20.848056,9.91
71731,220.102375,-66.817167,8.92
71732,220.10375,-30.536528,7.8
71733,220.104625,-26.255694,7.04
71734,220.105958,-29.301528,7.82
71735,220.116,-57.028778,7.39
71736,220.118042,82.903361,9.81
71737,220.118083,30.520611,7.98
71738,220.120208,50.978917,9.78
71739,220.124542,-50.746556,8.35
71740,220.126667,46.542556,8.57
71741,220.12775,47.239472,8.89
71742,220.128542,-40.608056,7.35
71743,220.129875,-16.209139,7.24
71744,220.131417,19.896806,9.61
71745,220.133958,-14.04675,6.97
71746,220.136542,-56.44075,6.3
71747,220.139708,-84.571361,9.18
71748,220.139958,31.48175,11.74
71749,220.141292,34.877917,9.14
71750,220.143542,-33.652611,9.74
71751,220.145417,27.400167,9.19
71752,220.151417,-49.578694,9.2
71753,220.158875,39.892333,8.65
71754,220.159667,8.978083,7.59
71755,220.163375,-65.418389,7.82
71756,220.169583,33.897806,9.35
71757,220.170833,12.278722,8.19
71758,220.175917,-42.212278,7.51
71759,220.1765,13.534361,5.93
71760,220.179667,34.27975,8.83
71761,220.180833,-26.729778,9.22
71762,220.1815,16.418306,4.49
71763,220.184167,-63.579083,10.09
71764,220.184375,31.290028,7.8
71765,220.18725,62.303444,9.78
71766,220.18975,17.902139,13.61
71767,220.1915,-42.785028,9.02
71768,220.204125,-66.946111,7.36
71769,220.208833,-7.8985,9.13
71770,220.213542,-24.057694,7.13
71771,220.217292,18.73925,8.47
71772,220.222208,-44.500889,9.02
71773,220.225375,-15.32025,8.48
71774,220.23275,-26.428722,7.45
71775,220.237833,9.354806,8.71
71776,220.239792,-18.798139,9.15
71777,220.242625,38.150278,7.42
71778,220.246875,-2.844917,7.87
71779,220.247125,-6.458306,8.29
71780,220.249375,-61.949222,9.85
71781,220.25175,-10.725944,9.65
71782,220.252917,57.958194,7.03
71783,220.255875,-36.134833,5.67
71784,220.259708,52.235972,7.17
71785,220.260125,-2.42325,8.38
71786,220.264167,-63.658194,8.09
71787,220.265333,29.392667,9.36
71788,220.269208,-9.504111,9.37
71789,220.272708,-72.319389,9.12
71790,220.273333,69.252194,8.81
71791,220.275708,45.413833,7.74
71792,220.278083,-22.618528,7.23
71793,220.27925,-53.572361,9.18
71794,220.280583,12.11,8.1
71795,220.287167,13.728333,3.78
71796,220.288042,35.786861,10.44
71797,220.291542,42.465194,9.34
71798,220.292667,-37.291889,9.42
71799,220.297333,18.936167,8.77
71800,220.300875,38.768333,9.91
71801,220.303875,40.563806,7.99
71802,220.305792,31.572139,8.06
71803,220.317375,-4.9445,8.19
71804,220.320917,-34.612944,8.84
71805,220.326,23.722111,9
71806,220.328417,3.448833,8.41
71807,220.329042,-13.928528,8.41
71808,220.329208,-11.36425,7.74
71809,220.330167,-36.885,8.29
71810,220.336,52.647056,8.5
71811,220.338917,62.167028,9.1
71812,220.339167,28.025556,10.44
71813,220.343292,29.05925,7.81
71814,220.346833,-35.900917,9.84
71815,220.350458,-33.950333,8.43
71816,220.355792,-19.927917,7.04
71817,220.361208,0.103556,8.12
71818,220.367375,-41.397889,9.02
71819,220.370875,13.601667,8.37
71820,220.376,-2.041028,7.83
71821,220.379083,-49.310333,10.36
71822,220.379917,7.622833,9.73
71823,220.384458,-12.720222,8.69
71824,220.388292,6.463778,12.03
71825,220.388542,44.378111,8.21
71826,220.392917,-70.378667,9.55
71827,220.397167,18.48425,8.33
71828,220.398333,51.3975,7.26
71829,220.399667,-1.388417,8.18
71830,220.4045,11.262111,9.59
71831,220.409708,-63.595944,10.34
71832,220.4115,8.16175,4.86
71833,220.418125,-42.454972,8.46
71834,220.422625,-9.809472,8.04
71835,220.423042,-44.241833,8.57
71836,220.4275,24.202917,9.52
71837,220.43175,11.660944,5.55
71838,220.4325,17.614306,8.65
71839,220.434958,35.240417,8.38
71840,220.436167,9.527667,7.73
71841,220.436375,-42.684083,10.7
71842,220.439625,0.392917,8.14
71843,220.441083,24.538361,7.66
71844,220.442625,-43.930611,8.8
71845,220.443375,13.575861,9.68
71846,220.444208,33.011639,9.17
71847,220.446542,-64.349028,8.7
71848,220.44925,43.130222,8.44
71849,220.450208,43.481806,8.87
71850,220.452458,-18.670667,8.25
71851,220.452667,25.983611,8.29
71852,220.462917,-63.819278,10.61
71853,220.463542,-30.933111,6.38
71854,220.464833,18.496,7.53
71855,220.467458,-75.139444,6.73
71856,220.476333,-69.089083,8.99
71857,220.476,21.123694,6.4
71858,220.48,-61.763944,9.59
71859,220.481583,-29.359556,8.14
71860,220.482375,-47.388139,2.3
71861,220.483042,-58.615722,6.21
71862,220.488208,-28.065778,7.01
71863,220.489208,14.453861,10.13
71864,220.489583,1.625972,8.21
71865,220.490042,-37.793417,4.01
71866,220.490083,85.295,8.87
71867,220.490958,17.885417,8.54
71868,220.494625,-3.523583,8.92
71869,220.497417,-0.651611,9.26
71870,220.499,-77.011417,6.34
71871,220.501542,-28.818139,8.1
71872,220.502917,52.005306,7.55
71873,220.509458,-12.234889,6.82
71874,220.510292,-46.297944,7.36
71875,220.512083,-13.854056,8.04
71876,220.513167,61.262,6.24
71877,220.523458,-58.359667,7.68
71878,220.529583,49.12675,10.17
71879,220.536583,-4.852444,8.84
71880,220.538583,-41.661472,8.91
71881,220.5395,67.288833,9.66
71882,220.540417,49.124278,8.7
71883,220.540583,-81.462139,8.9
71884,220.543083,-51.675472,8.78
71885,220.545208,-57.805861,8.68
71886,220.54675,3.938667,8.94
71887,220.547083,31.926639,8.79
71888,220.547417,31.136778,9.01
71889,220.552708,39.407917,8.15
71890,220.555042,-32.77,6.63
71891,220.563333,40.055389,8.8
71892,220.566667,-17.822889,8.79
71893,220.56825,-33.63375,7.52
71894,220.5695,50.114583,9.57
71895,220.580208,11.075639,8.09
71896,220.580667,56.522278,9.21
71897,220.585083,36.612583,8.68
71898,220.591708,66.055889,10.88
71899,220.596542,21.293167,7.47
71900,220.596792,54.803444,7.43
71901,220.597417,-23.425667,7.14
71902,220.60525,-26.580778,9.53
71903,220.606458,-5.085444,8.3
71904,220.610083,19.503944,10.08
71905,220.617042,41.151583,9.4
71906,220.617292,-25.7405,9.21
71907,220.619917,5.317028,9.71
71908,220.627875,-64.974583,3.18
71909,220.630458,2.29525,7.8
71910,220.631,-54.599056,7.52
71911,220.631708,60.231,8.11
71912,220.636125,4.664083,9.11
71913,220.637667,-38.952444,10.53
71914,220.640875,19.480167,9.1
71915,220.645417,4.486806,7.85
71916,220.645458,-21.193778,8.86
71917,220.646667,22.729861,10.72
71918,220.647333,72.859889,9.16
71919,220.647333,-74.863639,10.17
71920,220.647417,-54.578667,8.87
71921,220.648125,20.491583,7.94
71922,220.651458,-32.726278,11.94
71923,220.654833,-44.1785,9.02
71924,220.662833,17.252444,9.38
71925,220.66475,36.756778,7.27
71926,220.666667,-5.964472,8.45
71927,220.671208,-54.471917,8.86
71928,220.672125,-5.969222,9.68
71929,220.676375,-74.311528,8.45
71930,220.676208,15.367417,9.12
71931,220.676875,14.708583,6.59
71932,220.679333,-49.25,8.85
71933,220.681667,-48.799528,8.48
71934,220.687917,-19.31175,6.87
71935,220.690333,-36.766361,9.27
71936,220.691667,-30.022611,10.77
71937,220.69375,-55.181806,7.76
71938,220.697458,14.694722,8.9
71939,220.702417,4.045639,8.81
71940,220.703208,-68.931917,8.5
71941,220.704625,-45.597528,8.13
71942,220.716375,-58.086556,7.36
71943,220.717292,-24.491778,7.79
71944,220.718125,-75.824528,7.46
71945,220.722417,29.088028,8.21
71946,220.729583,8.076167,7.35
71947,220.72975,-52.645583,8.05
71948,220.73175,2.680167,9.19
71949,220.734375,-50.230667,9.09
71950,220.735125,-40.62625,9.42
71951,220.740583,7.613639,8.27
71952,220.7445,-37.34175,8.66
71953,220.744833,-56.384333,8.84
71954,220.746,21.772667,8.47
71955,220.747083,-74.1195,8.9
71956,220.756208,64.173333,8.87
71957,220.764833,-5.657417,3.87
71958,220.765125,24.413528,9.66
71959,220.768167,59.042056,9.17
71960,220.7685,-62.20725,7.4
71961,220.768958,43.99425,9.26
71962,220.769958,10.248694,8.87
71963,220.771667,-65.228972,7.86
71964,220.774833,65.890583,8.75
71965,220.77875,42.902,8.83
71966,220.785333,-57.011472,9.67
71967,220.786958,-30.359194,8.54
71968,220.788917,-58.266444,7.11
71969,220.790583,-9.344222,9.06
71970,220.792,-25.110111,8.16
71971,220.800208,6.958139,10.62
71972,220.803542,1.329722,9.6
71973,220.804542,1.82475,7.32
71974,220.806542,-24.997722,5.7
71975,220.813917,-47.570472,6.91
71976,220.81775,29.698861,9.1
71977,220.81925,-37.54025,8.81
71978,220.825542,25.001083,9.42
71979,220.827083,5.827722,10.44
71980,220.82925,54.748222,8.53
71981,220.83025,26.749722,9.67
71982,220.830458,-10.588667,8.47
71983,220.833708,9.491333,10.36
71984,220.835083,30.710278,9.11
71985,220.838083,53.793861,7.29
71986,220.839792,-41.02425,8
71987,220.840625,-27.354972,9.64
71988,220.841667,-65.280806,10.07
71989,220.843292,51.917833,8.22
71990,220.846042,-66.778583,8.89
71991,220.849042,26.656583,8.73
71992,220.850917,-23.016472,8.69
71993,220.851292,58.601222,9.72
71994,220.854708,-54.851611,7.53
71995,220.855708,26.527889,4.8
71996,220.857375,45.761333,9.66
71997,220.857625,-9.699667,6.52
71998,220.861292,9.493694,10.23
